TradeId,CounterParty,Price,TradeDate,Quantity,EntryDate,Notes,BuySell,TrancheId,BookName,Active
4960,Ntag,12.55,6/10/10,88690.61,1/15/03,vitae consectetuer eget rutrum at lorem integer tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum,Sell,1116032,London,FALSE
4961,Katz,98.06,8/22/00,96921.97,12/8/10,in tempus sit amet sem fusce consequat nulla nisl nunc nisl duis bibendum felis sed,Sell,2519826,Homer,TRUE
4962,Photobug,83.5,3/26/07,50948.56,6/30/12,ultrices posuere cubilia curae nulla dapibus dolor vel est donec odio justo sollicitudin ut suscipit a feugiat et,Buy,558496,Distressed,TRUE
4963,Shufflester,80.17,12/9/06,46093.37,2/22/07,iaculis congue vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae nisl aenean,Sell,2072305,Ajay,FALSE
4964,Yoveo,96.02,10/2/05,82145.15,10/30/06,eu interdum eu tincidunt in leo maecenas pulvinar lobortis est,Sell,4575726,Ajay,FALSE
4965,Mynte,23.55,12/16/01,52426.73,3/11/09,morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc,Sell,2221288,Ajay,FALSE
4966,Cogilith,24.42,7/23/09,98558.23,5/20/07,in porttitor pede justo eu massa donec dapibus duis at velit eu est congue elementum in hac habitasse platea dictumst,Buy,2813539,Kevin,TRUE
4967,Tagcat,21.26,12/24/08,27510.3,9/19/09,donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet lobortis sapien sapien non mi,Buy,4270362,Par,TRUE
4968,Aimbu,56.06,10/20/03,54109,12/9/09,ridiculus mus etiam vel augue vestibulum rutrum rutrum neque aenean auctor gravida sem praesent id massa id nisl,Sell,4200289,London,TRUE
4969,Photobug,3.42,8/18/00,47100.48,9/4/11,nulla neque libero convallis eget eleifend luctus ultricies eu nibh quisque,Sell,888821,Par,TRUE
4970,Youtags,63.61,10/10/06,75749,1/3/09,luctus cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis sapien cum,Buy,2175139,Kevin,FALSE
4971,Topicware,52.26,11/29/02,49759.8,3/6/07,ut nulla sed accumsan felis ut at dolor quis odio consequat varius,Buy,3386906,London,FALSE
4972,Talane,5.32,7/5/01,78064.45,6/11/03,sit amet sem fusce consequat nulla nisl nunc nisl duis bibendum,Buy,164164,Homer,TRUE
4973,Riffwire,24.44,7/25/12,70886.01,12/15/06,curabitur at ipsum ac tellus semper interdum mauris ullamcorper purus sit amet nulla quisque arcu,Buy,2420809,Homer,TRUE
4974,Lazzy,59.98,1/29/01,11376.18,6/2/00,rutrum ac lobortis vel dapibus at diam nam tristique tortor eu pede,Sell,1923210,Ajay,FALSE
4975,Oyoloo,99.86,9/24/10,54687.46,12/25/03,amet turpis elementum ligula vehicula consequat morbi a ipsum integer a nibh in quis justo maecenas rhoncus aliquam lacus morbi,Sell,4380505,Kevin,FALSE
4976,Edgetag,28.09,11/21/00,92404.52,4/14/04,eget eleifend luctus ultricies eu nibh quisque id justo sit amet sapien dignissim vestibulum vestibulum ante,Sell,1749962,Par,TRUE
4977,Gigabox,73.68,4/28/07,18381.37,4/29/09,magna ac consequat metus sapien ut nunc vestibulum ante ipsum primis in faucibus orci luctus,Sell,1014518,Homer,FALSE
4978,Ailane,88.45,3/26/13,95146.39,8/31/00,et ultrices posuere cubilia curae mauris viverra diam vitae quam suspendisse potenti nullam porttitor lacus,Sell,3646878,Homer,TRUE
4979,Pixonyx,10.28,10/2/01,74478.85,3/2/10,amet consectetuer adipiscing elit proin interdum mauris non ligula pellentesque ultrices phasellus id sapien in sapien iaculis congue vivamus,Sell,496927,Distressed,TRUE
4980,Rhycero,46.49,4/19/01,11641.28,6/7/03,arcu libero rutrum ac lobortis vel dapibus at diam nam tristique tortor eu pede,Sell,4181782,Ajay,FALSE
4981,Topicblab,16.86,3/12/09,88635.74,7/17/11,ultrices posuere cubilia curae nulla dapibus dolor vel est donec,Sell,1872728,Ajay,FALSE
4982,Meembee,69.38,5/31/08,96136.84,5/16/10,in blandit ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing elit proin interdum,Buy,4937747,Distressed,FALSE
4983,Oyoloo,99.12,12/6/11,59999.21,4/24/13,lectus suspendisse potenti in eleifend quam a odio in hac habitasse platea dictumst maecenas ut massa quis augue luctus,Sell,2768211,Ajay,FALSE
4984,Brightbean,87.53,12/11/09,41415.82,9/26/10,nulla neque libero convallis eget eleifend luctus ultricies eu nibh quisque id justo sit amet sapien dignissim vestibulum vestibulum ante,Buy,1553761,Homer,FALSE
4985,Plajo,29.64,7/19/01,26154.68,9/3/06,est risus auctor sed tristique in tempus sit amet sem fusce consequat nulla,Buy,1955287,Kevin,TRUE
4986,Miboo,61.14,6/5/03,27732.14,5/18/04,lobortis convallis tortor risus dapibus augue vel accumsan tellus nisi eu orci mauris,Buy,3661349,Ajay,FALSE
4987,Flipopia,59.56,2/11/03,56299.55,12/17/07,leo rhoncus sed vestibulum sit amet cursus id turpis integer aliquet massa id lobortis convallis tortor,Buy,4902145,Distressed,FALSE
4988,Mydo,54.05,2/5/12,59636.38,6/19/09,justo in hac habitasse platea dictumst etiam faucibus cursus urna ut tellus nulla ut erat id mauris,Sell,3712251,London,FALSE
4989,Edgepulse,38.18,9/17/07,56812.94,5/25/00,turpis sed ante vivamus tortor duis mattis egestas metus aenean,Sell,138268,Par,FALSE
4990,Podcat,35.42,10/21/12,71064.36,9/21/12,imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed augue aliquam erat volutpat in congue,Sell,885831,Ajay,TRUE
4991,Dabvine,53.76,11/4/03,36788.33,3/17/07,est donec odio justo sollicitudin ut suscipit a feugiat et eros vestibulum ac est lacinia nisi venenatis tristique fusce,Sell,1616346,Par,FALSE
4992,Cogidoo,88.49,4/11/13,37063.18,6/11/11,id luctus nec molestie sed justo pellentesque viverra pede ac diam cras pellentesque,Sell,1505569,Kevin,TRUE
4993,Tekfly,30.93,3/23/02,61015.07,9/19/09,nulla nisl nunc nisl duis bibendum felis sed interdum venenatis,Sell,3535938,Kevin,FALSE
4994,Thoughtsphere,90.87,3/26/05,21482.16,7/11/05,curabitur gravida nisi at nibh in hac habitasse platea dictumst aliquam augue quam,Buy,1171045,Ajay,TRUE
4995,Dabjam,47.85,1/13/11,60286.02,1/31/02,eu massa donec dapibus duis at velit eu est congue elementum,Buy,3635589,Homer,FALSE
4996,Aivee,88.44,5/1/12,45314.15,1/28/02,nam congue risus semper porta volutpat quam pede lobortis ligula sit amet eleifend pede libero,Buy,163771,Ajay,FALSE
4997,Agimba,62.33,2/8/11,92675.31,3/30/06,cursus urna ut tellus nulla ut erat id mauris vulputate elementum nullam varius nulla facilisi cras non velit nec,Sell,3344709,Ajay,FALSE
4998,Thoughtblab,38.37,5/13/01,78599.28,5/4/08,sed sagittis nam congue risus semper porta volutpat quam pede lobortis ligula sit amet eleifend,Sell,907655,Ajay,TRUE
4999,Zoonder,21.03,8/20/09,26436.17,5/1/10,vel nulla eget eros elementum pellentesque quisque porta volutpat erat quisque erat eros viverra eget congue eget,Sell,3335722,Par,TRUE
5000,Thoughtblab,27.78,8/17/03,79706.14,12/1/07,at velit vivamus vel nulla eget eros elementum pellentesque quisque porta volutpat erat quisque erat eros viverra eget congue eget,Sell,3849829,Distressed,TRUE
5001,Skyba,26.42,9/9/09,56951.55,1/30/03,habitasse platea dictumst aliquam augue quam sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt ante vel ipsum,Sell,4323826,Homer,FALSE
5002,Feedfire,95.07,7/1/03,78531.63,10/16/12,magnis dis parturient montes nascetur ridiculus mus etiam vel augue vestibulum rutrum rutrum neque aenean auctor gravida sem praesent,Buy,4451669,Homer,FALSE
5003,Miboo,20.23,6/30/01,44221.46,10/10/00,diam cras pellentesque volutpat dui maecenas tristique est et tempus semper est quam pharetra magna ac consequat metus sapien ut,Sell,1383773,Homer,TRUE
5004,Pixoboo,12.87,7/7/08,51123.11,10/31/12,auctor sed tristique in tempus sit amet sem fusce consequat,Sell,3322041,Kevin,TRUE
5005,Devbug,22.87,1/25/13,45836.04,3/4/09,primis in faucibus orci luctus et ultrices posuere cubilia curae mauris viverra diam vitae quam suspendisse,Sell,2365456,London,FALSE
5006,Nlounge,60.1,5/31/07,48761.88,3/23/07,luctus ultricies eu nibh quisque id justo sit amet sapien dignissim vestibulum,Sell,119179,Distressed,FALSE
5007,Browsebug,17,6/8/03,14249.34,9/13/05,ridiculus mus vivamus vestibulum sagittis sapien cum sociis natoque penatibus et,Buy,4818365,London,TRUE
5008,Realfire,99.75,3/17/03,48114.23,5/30/12,duis ac nibh fusce lacus purus aliquet at feugiat non pretium quis lectus suspendisse potenti in eleifend,Sell,2615456,Homer,TRUE
5009,Oozz,41.85,8/23/11,49688.03,3/5/09,vel nulla eget eros elementum pellentesque quisque porta volutpat erat quisque erat,Sell,3668137,Distressed,FALSE
5010,Youbridge,34.35,8/7/11,18920.89,3/13/13,elit proin interdum mauris non ligula pellentesque ultrices phasellus id sapien in sapien,Buy,3679339,Homer,FALSE
5011,Twitterwire,86.88,4/28/01,34237.19,3/20/02,purus phasellus in felis donec semper sapien a libero nam,Buy,595415,Distressed,FALSE
5012,Tagpad,49.09,1/1/05,90276,12/31/05,potenti in eleifend quam a odio in hac habitasse platea,Buy,189483,Par,TRUE
5013,Topicshots,9.12,6/20/06,31920.76,8/21/11,nulla justo aliquam quis turpis eget elit sodales scelerisque mauris sit amet eros suspendisse accumsan tortor,Buy,2363326,London,TRUE
5014,Aimbu,72.14,1/31/07,89072.11,12/20/05,massa volutpat convallis morbi odio odio elementum eu interdum eu tincidunt in leo maecenas,Buy,235469,Homer,FALSE
5015,Photobug,51.75,8/5/09,49871.13,10/2/12,potenti in eleifend quam a odio in hac habitasse platea dictumst maecenas ut massa,Buy,1229692,London,FALSE
5016,Wordtune,51.69,12/17/02,54045.06,5/18/01,eu tincidunt in leo maecenas pulvinar lobortis est phasellus sit amet,Buy,134912,Homer,TRUE
5017,Vidoo,55.63,8/28/08,48735.7,6/12/06,convallis eget eleifend luctus ultricies eu nibh quisque id justo sit amet sapien dignissim vestibulum vestibulum ante,Sell,4035900,Kevin,FALSE
5018,Abata,95.76,2/13/04,27740.31,12/12/03,ornare imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed augue,Buy,3229988,London,TRUE
5019,Ailane,49.62,4/6/04,92115.52,2/3/12,molestie nibh in lectus pellentesque at nulla suspendisse potenti cras in purus eu magna vulputate luctus,Buy,1938478,Par,FALSE
5020,Jabbersphere,96.48,10/3/08,78214.49,6/17/10,ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel,Buy,3524098,Homer,FALSE
5021,Voolith,90.96,4/10/03,79032.95,12/1/01,nibh ligula nec sem duis aliquam convallis nunc proin at turpis a pede posuere nonummy integer non velit donec diam,Buy,2047390,Par,FALSE
5022,Tagpad,37,10/30/10,16745.66,5/3/02,vitae ipsum aliquam non mauris morbi non lectus aliquam sit,Sell,1516160,London,FALSE
5023,Divavu,94.5,1/24/03,42703.5,2/4/12,id luctus nec molestie sed justo pellentesque viverra pede ac diam cras pellentesque volutpat,Buy,213435,Distressed,FALSE
5024,Twinder,18.92,9/19/07,15752.5,1/12/12,sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus,Sell,1630538,Par,FALSE
5025,Yozio,73.99,3/4/06,45239.13,1/29/09,erat quisque erat eros viverra eget congue eget semper rutrum nulla nunc purus,Buy,4823309,Kevin,TRUE
5026,Miboo,69.43,3/26/11,33642.5,8/5/08,morbi quis tortor id nulla ultrices aliquet maecenas leo odio condimentum id,Sell,2074935,Distressed,FALSE
5027,Gabvine,70.8,3/16/07,41061.33,3/22/03,quisque ut erat curabitur gravida nisi at nibh in hac habitasse platea dictumst aliquam augue quam sollicitudin,Buy,2076780,Ajay,TRUE
5028,Blogpad,16.44,12/11/09,57445.57,2/14/08,orci eget orci vehicula condimentum curabitur in libero ut massa volutpat,Buy,587658,Distressed,FALSE
5029,Livepath,79.51,4/13/04,47165.28,6/14/06,pede malesuada in imperdiet et commodo vulputate justo in blandit ultrices enim lorem ipsum dolor sit amet consectetuer,Sell,741374,Kevin,FALSE
5030,Omba,51.29,1/9/07,80793.13,7/11/10,id ornare imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed augue aliquam erat volutpat in,Sell,1670273,Ajay,FALSE
5031,Topiclounge,53.62,6/10/01,50131.47,11/13/01,tellus semper interdum mauris ullamcorper purus sit amet nulla quisque arcu libero rutrum,Buy,428934,Kevin,FALSE
5032,Chatterpoint,41.46,3/18/08,75714.29,11/24/06,ac nibh fusce lacus purus aliquet at feugiat non pretium,Sell,4856553,Par,TRUE
5033,Ainyx,92.71,8/25/05,83974.11,8/30/10,ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae mauris,Buy,2899062,Kevin,TRUE
5034,Meeveo,64.49,9/16/07,82440.01,7/8/03,felis fusce posuere felis sed lacus morbi sem mauris laoreet ut,Buy,634181,Homer,TRUE
5035,Roodel,85.54,12/7/05,78029.81,3/24/06,ultrices posuere cubilia curae duis faucibus accumsan odio curabitur convallis duis consequat dui nec nisi volutpat,Buy,2550508,Kevin,TRUE
5036,Skaboo,85.55,7/25/09,73945.51,1/25/06,turpis elementum ligula vehicula consequat morbi a ipsum integer a nibh in quis justo maecenas rhoncus,Sell,4690991,Ajay,TRUE
5037,Flashset,45.24,1/18/06,77728.75,2/20/05,id turpis integer aliquet massa id lobortis convallis tortor risus dapibus augue vel accumsan tellus nisi eu,Buy,102656,Par,FALSE
5038,Jayo,80.31,1/25/02,48437.73,6/20/02,duis faucibus accumsan odio curabitur convallis duis consequat dui nec nisi volutpat,Sell,2774252,Ajay,FALSE
5039,Trunyx,64.27,2/3/01,42496.63,5/22/03,tortor id nulla ultrices aliquet maecenas leo odio condimentum id luctus nec,Sell,1775671,Ajay,FALSE
5040,Wordware,96.6,4/4/06,94829.77,2/9/07,enim leo rhoncus sed vestibulum sit amet cursus id turpis integer aliquet massa id lobortis convallis,Sell,2620953,Par,TRUE
5041,Feednation,20.45,1/30/08,69595.49,11/18/04,vel lectus in quam fringilla rhoncus mauris enim leo rhoncus sed,Buy,2969594,Homer,FALSE
5042,Eidel,37.62,5/20/00,15359,8/13/07,porttitor lorem id ligula suspendisse ornare consequat lectus in est risus auctor sed tristique in,Sell,186305,Distressed,FALSE
5043,Twinte,56.49,11/24/11,69770.58,5/25/02,consequat nulla nisl nunc nisl duis bibendum felis sed interdum venenatis turpis enim blandit mi in porttitor,Sell,814905,London,TRUE
5044,Brightbean,65.39,7/10/01,53194.54,5/13/12,turpis sed ante vivamus tortor duis mattis egestas metus aenean fermentum donec,Buy,3275654,Ajay,TRUE
5045,Twinte,59.79,5/21/01,67021.53,3/31/08,leo odio condimentum id luctus nec molestie sed justo pellentesque viverra pede ac diam cras pellentesque volutpat,Sell,4876936,London,FALSE
5046,Wordtune,99.14,1/10/12,44727.87,11/12/00,maecenas tristique est et tempus semper est quam pharetra magna ac consequat,Buy,2149443,Kevin,TRUE
5047,Browsezoom,60.19,8/19/08,85168.45,4/12/03,rutrum ac lobortis vel dapibus at diam nam tristique tortor,Sell,4395248,Ajay,FALSE
5048,Skyvu,37.24,3/3/06,85927.84,6/22/12,imperdiet et commodo vulputate justo in blandit ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing elit proin interdum,Buy,1193097,Distressed,FALSE
5049,Skinte,99.63,7/26/07,65195.7,4/27/11,aliquam non mauris morbi non lectus aliquam sit amet diam in magna bibendum imperdiet,Sell,786059,Par,FALSE
5050,Yakijo,13.36,8/12/11,33906.56,2/9/06,vestibulum ante ipsum primis in faucibus orci luctus et ultrices,Sell,2487369,Par,FALSE
5051,Yadel,40.51,9/27/12,41618.46,1/22/02,aliquet at feugiat non pretium quis lectus suspendisse potenti in eleifend quam a odio in hac,Sell,1303419,Distressed,FALSE
5052,Kwinu,52.71,4/5/06,95638.28,9/6/00,quis libero nullam sit amet turpis elementum ligula vehicula consequat morbi a ipsum integer,Buy,3044517,Homer,FALSE
5053,Trilith,45.51,9/19/00,12526.41,11/15/08,penatibus et magnis dis parturient montes nascetur ridiculus mus etiam vel augue vestibulum rutrum rutrum neque aenean,Sell,3263309,Distressed,TRUE
5054,Gevee,65.4,3/27/06,24472.57,3/13/04,eros vestibulum ac est lacinia nisi venenatis tristique fusce congue diam id ornare imperdiet,Buy,1326463,Ajay,FALSE
5055,Linktype,52.93,4/15/03,33206.49,11/1/03,vestibulum sagittis sapien cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus,Buy,894916,Par,FALSE
5056,Yakitri,35.79,2/28/02,61155.84,1/10/13,non quam nec dui luctus rutrum nulla tellus in sagittis dui vel,Sell,1453074,Ajay,FALSE
5057,Linklinks,26.53,4/22/09,83259.96,7/31/02,sed nisl nunc rhoncus dui vel sem sed sagittis nam congue risus,Sell,2255183,Par,TRUE
5058,Zoombeat,13.57,4/27/02,48329.98,10/1/07,massa volutpat convallis morbi odio odio elementum eu interdum eu tincidunt in leo maecenas pulvinar lobortis,Buy,128941,Ajay,FALSE
5059,Linklinks,2.95,5/19/09,41245.68,2/23/04,sit amet consectetuer adipiscing elit proin risus praesent lectus vestibulum quam sapien varius ut blandit non interdum in ante vestibulum,Sell,2049165,London,TRUE
5060,Kwilith,18.32,2/19/12,11798.46,11/1/07,rutrum nulla nunc purus phasellus in felis donec semper sapien,Sell,4200257,Par,FALSE
5061,Realbridge,32.12,11/8/05,90506.35,12/17/06,integer non velit donec diam neque vestibulum eget vulputate ut ultrices vel augue vestibulum ante ipsum primis in,Buy,1082850,Par,TRUE
5062,Pixope,54.76,10/14/11,54667.75,3/5/08,sit amet nulla quisque arcu libero rutrum ac lobortis vel dapibus at diam,Buy,264095,Par,TRUE
5063,Tagpad,51.92,6/23/05,49443.86,1/8/08,nunc nisl duis bibendum felis sed interdum venenatis turpis enim blandit,Buy,1416712,Kevin,TRUE
5064,Oyondu,47.88,1/9/10,27691.72,3/24/08,lacinia aenean sit amet justo morbi ut odio cras mi pede malesuada in imperdiet et,Buy,4454043,Kevin,FALSE
5065,Roomm,70.28,9/4/08,71879.1,9/18/06,nullam porttitor lacus at turpis donec posuere metus vitae ipsum aliquam non mauris morbi,Sell,3675031,Homer,TRUE
5066,Flashset,93.36,10/8/07,41843.77,11/11/10,ipsum integer a nibh in quis justo maecenas rhoncus aliquam,Buy,4062513,Distressed,TRUE
5067,Vinte,97,12/6/03,67541.88,2/6/11,pede venenatis non sodales sed tincidunt eu felis fusce posuere felis sed lacus morbi sem,Buy,1157748,London,TRUE
5068,Skimia,40.83,12/11/09,29294.76,5/24/10,aliquet maecenas leo odio condimentum id luctus nec molestie sed justo pellentesque viverra pede ac diam cras,Buy,4493387,Par,TRUE
5069,Jabbersphere,10.08,9/27/02,14362.8,7/7/00,dapibus dolor vel est donec odio justo sollicitudin ut suscipit a,Buy,2342370,London,FALSE
5070,Jaxbean,16.32,7/7/11,83777.77,9/28/10,nulla integer pede justo lacinia eget tincidunt eget tempus vel pede morbi,Buy,2692639,Kevin,TRUE
5071,Dynabox,57.5,8/29/10,77094.75,12/7/12,urna ut tellus nulla ut erat id mauris vulputate elementum nullam varius nulla facilisi cras non velit nec,Buy,191809,Ajay,FALSE
5072,Flipbug,11.16,4/16/06,88732.02,3/7/07,ante vivamus tortor duis mattis egestas metus aenean fermentum donec ut mauris eget,Sell,837748,Ajay,FALSE
5073,Layo,27.4,2/19/09,10246.49,8/29/10,nibh in hac habitasse platea dictumst aliquam augue quam sollicitudin vitae consectetuer eget rutrum at lorem integer,Buy,2523306,Kevin,FALSE
5074,Realbuzz,52.89,3/17/02,29981.32,11/8/06,a libero nam dui proin leo odio porttitor id consequat in consequat ut nulla sed accumsan,Sell,4323976,London,FALSE
5075,Zoomcast,83.19,4/20/03,60607.81,6/26/09,cubilia curae duis faucibus accumsan odio curabitur convallis duis consequat dui nec nisi volutpat,Sell,3921548,Distressed,FALSE
5076,Flashspan,26.4,4/29/07,43840.31,4/7/09,aliquam sit amet diam in magna bibendum imperdiet nullam orci pede venenatis non sodales sed tincidunt eu felis fusce,Buy,1966946,Par,FALSE
5077,Meejo,46.31,1/22/09,82281.59,5/18/07,nullam porttitor lacus at turpis donec posuere metus vitae ipsum aliquam non,Buy,1769673,Homer,TRUE
5078,Photobug,81.6,6/11/02,34812.33,1/15/02,aliquam augue quam sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt ante vel ipsum praesent blandit lacinia,Buy,3231693,London,FALSE
5079,Jabbersphere,41.1,5/13/03,13564.34,12/19/12,augue vestibulum rutrum rutrum neque aenean auctor gravida sem praesent id massa id nisl venenatis lacinia aenean sit amet justo,Sell,336295,Ajay,TRUE
5080,Npath,37.96,7/29/04,71456.61,4/7/13,et ultrices posuere cubilia curae mauris viverra diam vitae quam suspendisse potenti,Sell,610444,Distressed,TRUE
5081,Topicstorm,93.7,1/18/01,76451.17,7/11/00,non velit donec diam neque vestibulum eget vulputate ut ultrices vel augue vestibulum ante ipsum primis,Buy,1444123,Homer,FALSE
5082,Flashset,80.95,5/26/10,46316.76,5/31/03,natoque penatibus et magnis dis parturient montes nascetur ridiculus mus vivamus,Sell,4160870,Par,FALSE
5083,Blogtags,12.93,2/17/08,92284.67,4/16/11,sagittis dui vel nisl duis ac nibh fusce lacus purus aliquet at feugiat non pretium quis,Buy,2986892,London,FALSE
5084,Trunyx,90.02,3/26/08,73635.29,9/5/02,risus praesent lectus vestibulum quam sapien varius ut blandit non interdum in ante vestibulum ante ipsum primis in faucibus orci,Sell,3835890,Par,FALSE
5085,Linktype,47.55,10/28/05,43477.43,8/9/06,consequat in consequat ut nulla sed accumsan felis ut at,Buy,2430428,Ajay,FALSE
5086,Wikizz,75.62,2/4/07,30332.46,12/13/05,nunc proin at turpis a pede posuere nonummy integer non velit donec diam neque vestibulum eget vulputate ut ultrices,Buy,2899726,Par,FALSE
5087,Tagchat,73.61,10/4/07,83385.37,8/31/00,laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel sem sed,Sell,3273959,Kevin,FALSE
5088,Linkbridge,20.46,1/2/12,59984.16,11/11/04,vel nisl duis ac nibh fusce lacus purus aliquet at feugiat non pretium quis lectus suspendisse potenti,Sell,1554267,Par,FALSE
5089,Twiyo,8.84,3/26/08,96732.5,8/31/06,sit amet diam in magna bibendum imperdiet nullam orci pede venenatis non sodales sed tincidunt eu felis fusce posuere,Sell,2698432,Homer,TRUE
5090,Skipfire,89.53,9/26/08,54466.41,7/4/04,donec odio justo sollicitudin ut suscipit a feugiat et eros vestibulum ac est lacinia nisi venenatis,Buy,4772933,Par,FALSE
5091,Kwinu,26.64,6/23/03,17919.15,7/25/06,mi pede malesuada in imperdiet et commodo vulputate justo in blandit ultrices enim lorem ipsum dolor,Sell,907440,Homer,FALSE
5092,Jabbersphere,63.72,10/9/01,91470.22,11/26/03,luctus rutrum nulla tellus in sagittis dui vel nisl duis ac nibh fusce lacus purus aliquet at feugiat non,Sell,2339206,Kevin,TRUE
5093,Myworks,79.33,12/21/09,84007.88,4/3/05,accumsan felis ut at dolor quis odio consequat varius integer ac leo pellentesque ultrices mattis odio donec vitae nisi nam,Sell,2030112,Homer,FALSE
5094,Rooxo,1.91,5/1/08,29126.03,5/21/10,erat tortor sollicitudin mi sit amet lobortis sapien sapien non mi integer ac neque duis bibendum morbi non,Sell,2807821,Ajay,TRUE
5095,Wikibox,95.29,1/4/05,93216.22,10/11/00,lobortis ligula sit amet eleifend pede libero quis orci nullam molestie nibh in lectus pellentesque at nulla,Sell,4786210,Homer,TRUE
5096,Rhyloo,50.87,1/24/01,52713.87,4/5/11,donec quis orci eget orci vehicula condimentum curabitur in libero ut massa volutpat convallis,Buy,405467,London,FALSE
5097,Gevee,68.99,3/11/09,58032.25,12/18/11,gravida sem praesent id massa id nisl venenatis lacinia aenean sit amet justo morbi ut,Sell,4066785,Ajay,TRUE
5098,Tazzy,44.18,3/12/10,96216.21,12/2/06,fusce lacus purus aliquet at feugiat non pretium quis lectus suspendisse potenti in eleifend quam a odio in,Sell,3481996,Homer,TRUE
5099,Eare,12.56,8/3/05,76322.19,2/3/07,id nulla ultrices aliquet maecenas leo odio condimentum id luctus nec molestie sed justo pellentesque viverra,Buy,3684207,Distressed,FALSE
5100,Shufflebeat,2.66,8/6/07,32045.51,10/11/10,quam pede lobortis ligula sit amet eleifend pede libero quis orci,Buy,4379843,Distressed,FALSE
5101,Photolist,2.75,3/3/05,95223.61,4/3/05,dui maecenas tristique est et tempus semper est quam pharetra magna ac,Sell,1546837,Kevin,FALSE
5102,Rhyloo,49.16,8/26/01,58420.8,7/20/07,nec condimentum neque sapien placerat ante nulla justo aliquam quis turpis eget,Sell,2943566,Ajay,FALSE
5103,Kwideo,4.93,2/6/05,90561.8,3/28/13,montes nascetur ridiculus mus etiam vel augue vestibulum rutrum rutrum neque aenean auctor gravida sem praesent id massa id,Sell,2226728,Ajay,FALSE
5104,Babbleopia,60.25,11/11/00,28764.47,4/19/04,non sodales sed tincidunt eu felis fusce posuere felis sed,Sell,4585055,Distressed,TRUE
5105,Jatri,56.29,4/13/05,57738.59,7/29/09,platea dictumst maecenas ut massa quis augue luctus tincidunt nulla mollis,Sell,2562625,Par,FALSE
5106,Eabox,30.24,7/14/05,32678.48,9/25/01,cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus etiam vel,Sell,4235536,Ajay,TRUE
5107,Roomm,78.26,1/28/04,39313.62,4/21/12,ut suscipit a feugiat et eros vestibulum ac est lacinia nisi venenatis tristique fusce congue,Sell,1606991,London,TRUE
5108,Edgepulse,56.82,7/4/02,96375.31,7/26/08,lectus vestibulum quam sapien varius ut blandit non interdum in ante vestibulum ante ipsum primis in faucibus orci,Sell,3993147,Distressed,TRUE
5109,Edgeblab,12.27,11/10/10,47871.67,6/12/02,ac enim in tempor turpis nec euismod scelerisque quam turpis,Buy,1918077,Distressed,FALSE
5110,Gabspot,35.75,12/23/00,22104.13,7/4/02,augue vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae donec pharetra,Sell,1995160,Homer,TRUE
5111,Kazio,19.52,1/31/04,10153.55,4/12/01,eget orci vehicula condimentum curabitur in libero ut massa volutpat convallis morbi odio odio elementum eu,Buy,2429713,Kevin,FALSE
5112,Twitterwire,38.85,7/17/03,98160.45,5/1/01,nullam orci pede venenatis non sodales sed tincidunt eu felis fusce posuere felis sed lacus,Buy,3080324,Kevin,TRUE
5113,Chatterbridge,7.96,10/28/00,21991.56,7/24/04,orci vehicula condimentum curabitur in libero ut massa volutpat convallis morbi odio odio elementum eu interdum,Buy,4181231,Par,TRUE
5114,Realblab,62.73,1/16/08,77755.99,12/29/01,eu mi nulla ac enim in tempor turpis nec euismod,Sell,1129099,Kevin,TRUE
5115,Wikido,60.31,1/15/04,30712.91,8/13/11,pellentesque viverra pede ac diam cras pellentesque volutpat dui maecenas tristique,Sell,356803,Ajay,FALSE
5116,Flashpoint,33.31,8/6/08,20006.46,8/13/02,pretium iaculis justo in hac habitasse platea dictumst etiam faucibus cursus urna ut tellus nulla ut erat id,Sell,3646151,Ajay,FALSE
5117,Skyndu,72.58,9/7/10,40333.38,1/16/08,eu massa donec dapibus duis at velit eu est congue,Sell,1888884,London,TRUE
5118,Topicshots,76.94,1/13/10,30858.26,1/12/12,penatibus et magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis sapien cum sociis natoque,Sell,2782714,London,TRUE
